DepComN,NomCN,DepComA,NomCA,annee
24253,Mareuil en Périgord,24283,Monsec,2016
24253,Mareuil en Périgord,24344,Puyrenier,2016
24253,Mareuil en Périgord,24503,Saint-Sulpice-de-Mareuil,2016
24253,Mareuil en Périgord,24579,Vieux-Mareuil,2016
24312,Sanilhac,24312,Notre-Dame-de-Sanilhac,2016
24312,Sanilhac,24065,Breuilh,2016
24312,Sanilhac,24258,Marsaneix,2016
24362,Val de Louyre et Caudeau,24362,Sainte-Alvère-Saint-Laurent Les Bâtons,2016
24362,Val de Louyre et Caudeau,24092,Cendrieux,2016
24490,Saint Privat en Périgord,24490,Saint-Privat-des-Prés,2016
24490,Saint Privat en Périgord,24178,Festalemps,2016
24490,Saint Privat en Périgord,24368,Saint-Antoine-Cumond,2016
24554,Tour-Blanche-Cercles (La),24554,Tour-Blanche (La),2016
24554,Tour-Blanche-Cercles (La),24093,Cercles,2016
25147,Chemaudin et Vaux,25147,Chemaudin,2016
25147,Chemaudin et Vaux,25593,Vaux-les-Prés,2016
25156,Pays de Clerval,25156,Clerval,2016
25156,Pays de Clerval,25531,Santoche,2016
25222,Étalans,25222,Étalans,2016
25222,Étalans,25123,Charbonnières-les-Sapins,2016
25222,Étalans,25610,Verrières-du-Grosbois,2016
25334,Levier,25334,Levier,2016
25334,Levier,25319,Labergement-du-Navois,2016
25460,Val (Le),25460,Pointvillers,2016
25460,Val (Le),25399,Montfort,2016
25575,Vaire,25575,Vaire-Arcier,2016
25575,Vaire,25576,Vaire-le-Petit,2016
27062,Monts du Roumois (Les),27062,Berville-en-Roumois,2016
27062,Monts du Roumois (Les),27092,Bosguérard-de-Marcouville,2016
27062,Monts du Roumois (Les),27344,Houlbec-près-le-Gros-Theil,2016
27089,Thénouville,27089,Bosc-Renoult-en-Roumois,2016
27089,Thénouville,27626,Theillement,2016
27090,Bosroumois,27090,Bosc-Roger-en-Roumois (Le),2016
27090,Bosroumois,27093,Bosnormand,2016
27294,Val d'Orger,27294,Grainville,2016
27294,Val d'Orger,27274,Gaillardbois-Cressenville,2016
27412,Terres de Bord,27412,Montaure,2016
27412,Terres de Bord,27648,Tostes,2016
27425,Nassandres sur Risle,27425,Nassandres,2016
27425,Nassandres sur Risle,27131,Carsix,2016
27425,Nassandres sur Risle,27253,Fontaine-la-Soret,2016
27425,Nassandres sur Risle,27452,Perriers-la-Campagne,2016
27448,Pacy-sur-Eure,27448,Pacy-sur-Eure,2016
27448,Pacy-sur-Eure,27510,Saint-Aquilin-de-Pacy,2016
27554,Chapelle-Longueville (La),27554,Saint-Just,2016
27554,Chapelle-Longueville (La),27150,Chapelle-Réanville (La),2016
27554,Chapelle-Longueville (La),27588,Saint-Pierre-d'Autils,2016
27676,Trois Lacs (Les),27676,Venables,2016
27676,Trois Lacs (Les),27058,Bernières-sur-Seine,2016
27676,Trois Lacs (Les),27647,Tosny ,2016
27679,Verneuil d'Avre et d'Iton,27679,Verneuil-sur-Avre,2016
27679,Verneuil d'Avre et d'Iton,27265,Francheville,2016
28012,Commune nouvelle d'Arrou,28012,Arrou,2016
28012,Commune nouvelle d'Arrou,28044,Boisgasson,2016
28012,Commune nouvelle d'Arrou,28093,Châtillon-en-Dunois,2016
28012,Commune nouvelle d'Arrou,28115,Courtalain,2016
28012,Commune nouvelle d'Arrou,28204,Langey,2016
28012,Commune nouvelle d'Arrou,28356,Saint-Pellerin,2016
28103,Cloyes-les-Trois-Rivières,28103,Cloyes-sur-le-Loir,2016
28103,Cloyes-les-Trois-Rivières,28017,Autheuil,2016
28103,Cloyes-les-Trois-Rivières,28083,Charray,2016
28103,Cloyes-les-Trois-Rivières,28133,Douy,2016
28103,Cloyes-les-Trois-Rivières,28150,Ferté-Villeneuil (La),2016
28103,Cloyes-les-Trois-Rivières,28241,Mée (Le),2016
28103,Cloyes-les-Trois-Rivières,28262,Montigny-le-Gannelon,2016
28103,Cloyes-les-Trois-Rivières,28318,Romilly-sur-Aigre,2016
28103,Cloyes-les-Trois-Rivières,28340,Saint-Hilaire-sur-Yerre,2016
28330,Villemaury,28330,Saint-Cloud-en-Dunois,2016
28330,Villemaury,28101,Civry,2016
28330,Villemaury,28224,Lutz-en-Dunois,2016
28330,Villemaury,28295,Ozoir-le-Breuil,2016
29021,Plounéour-Brignogan-plages,29021,Brignogan-Plages,2016
29021,Plounéour-Brignogan-plages,29203,Plounéour-Trez,2016
29076,Milizac-Guipronvel,29076,Guipronvel,2016
29076,Milizac-Guipronvel,29149,Milizac,2016
31412,Péguilhan,31412,Péguilhan,2016
31412,Péguilhan,31307,Lunax,2016
33106,Castets et Castillon,33106,Castets-en-Dorthe,2016
33106,Castets et Castillon,33107,Castillon-de-Castets,2016
33268,Margaux-Cantenac,33268,Margaux,2016
33268,Margaux-Cantenac,33091,Cantenac,2016
35069,Châteaugiron,35069,Châteaugiron,2016
35069,Châteaugiron,35254,Saint-Aubin-du-Pavail,2016
35069,Châteaugiron,35209,Ossé,2016
35168,Val d'Anast,35168,Maure-de-Bretagne,2016
35168,Val d'Anast,35048,Campel,2016
35191,Portes du Coglais (Les),35191,Montours,2016
35191,Portes du Coglais (Les),35083,Coglès,2016
35191,Portes du Coglais (Les),35323,Selle-en-Coglès (La),2016
35257,Maen Roch,35257,Saint-Brice-en-Coglès,2016
35257,Maen Roch,35267,Saint-Étienne-en-Coglès,2016
37021,Beaumont-Louestault,37021,Beaumont-la-Ronce,2016
37021,Beaumont-Louestault,37135,Louestault,2016
37123,Langeais,37123,Langeais,2016
37123,Langeais,37102,Essards (Les),2016
37232,Côteaux-sur-Loire,37232,Saint-Patrice,2016
37232,Côteaux-sur-Loire,37120,Ingrandes-de-Touraine,2016
37232,Côteaux-sur-Loire,37227,Saint-Michel-sur-Loire,2016
38253,Deux Alpes (Les),38253,Mont-de-Lans,2016
38253,Deux Alpes (Les),38534,Vénosc,2016
38292,Villages du Lac de Paladru,38292,Paladru,2016
38292,Villages du Lac de Paladru,38305,Pin (Le),2016
38297,Arandon-Passins,38297,Passins,2016
38297,Arandon-Passins,38014,Arandon,2016
38407,Sure en Chartreuse (La),38407,Saint-Julien-de-Raz,2016
38407,Sure en Chartreuse (La),38312,Pommiers-la-Placette,2016
38456,Châtel-en-Trièves,38456,Saint-Sébastien,2016
38456,Châtel-en-Trièves,38125,Cordéac,2016
39018,Aromas,39018,Aromas,2016
39018,Aromas,39566,Villeneuve-lès-Charnod,2016
39273,Montlainsia,39273,Lains,2016
39273,Montlainsia,39195,Dessia,2016
39273,Montlainsia,39347,Montagna-le-Templier,2016
39290,Valzin en Petite Montagne,39290,Légna,2016
39290,Valzin en Petite Montagne,39123,Chatonnay,2016
39290,Valzin en Petite Montagne,39224,Fétigny,2016
39290,Valzin en Petite Montagne,39506,Savigna,2016
39378,Trois Châteaux (Les),39378,Nanc-lès-Saint-Amour,2016
39378,Trois Châteaux (Les),39023,Aubépin (L'),2016
39378,Trois Châteaux (Les),39135,Chazelles,2016
39485,Val Suran,39485,Saint-Julien,2016
39485,Val Suran,39069,Bourcia,2016
39485,Val Suran,39303,Louvenne,2016
39485,Val Suran,39564,Villechantria,2016
39491,Coteaux du Lizon,39491,Saint-Lupicin,2016
39491,Coteaux du Lizon,39186,Cuttura,2016
39510,Septmoncel les Molunes,39510,Septmoncel,2016
39510,Septmoncel les Molunes,39341,Molunes (Les),2016
39530,Thoirette-Coisia,39530,Thoirette,2016
39530,Thoirette-Coisia,39158,Coisia,2016
39537,Trenal,39537,Trenal,2016
39537,Trenal,39309,Mallerey,2016
39576,Val-Sonnette,39576,Vincelles,2016
39576,Val-Sonnette,39064,Bonnaud,2016
39576,Val-Sonnette,39264,Grusse,2016
39576,Val-Sonnette,39549,Vercia,2016
39577,Vincent-Froideville,39577,Vincent,2016
39577,Vincent-Froideville,39243,Froideville,2016
40243,Rion-des-Landes,40243,Rion-des-Landes,2016
40243,Rion-des-Landes,40048,Boos,2016
41055,Valloire-sur-Cisse,41055,Chouzy-sur-Cisse,2016
41055,Valloire-sur-Cisse,41064,Coulanges,2016
41055,Valloire-sur-Cisse,41240,Seillac,2016
41142,Valencisse,41142,Valencisse,2016
41142,Valencisse,41033,Chambon-sur-Cisse,2016
41167,Veuzain-sur-Loire,41167,Onzain,2016
41167,Veuzain-sur-Loire,41272,Veuves,2016
41171,Oucques La Nouvelle,41171,Oucques,2016
41171,Oucques La Nouvelle,41011,Baigneaux,2016
41171,Oucques La Nouvelle,41015,Beauvilliers,2016
41171,Oucques La Nouvelle,41210,Sainte-Gemmes,2016
43221,Saint-Privat-d'Allier,43221,Saint-Privat-d'Allier,2016
43221,Saint-Privat-d'Allier,43176,Saint-Didier-d'Allier,2016
45051,Bray-Saint-Aignan,45051,Bray-en-Val,2016
45051,Bray-Saint-Aignan,45267,Saint-Aignan-des-Gués,2016
46063,Castelnau Montratier-Sainte Alauzie,46063,Castelnau-Montratier ,2016
46063,Castelnau Montratier-Sainte Alauzie,46248,Sainte-Alauzie ,2016
46156,Bellefont-La Rauze,46156,Laroque-des-Arcs,2016
46156,Bellefont-La Rauze,46077,Cours,2016
46156,Bellefont-La Rauze,46327,Valroufié,2016
46268,Saint Géry-Vers,46268,Saint-Géry,2016
46268,Saint Géry-Vers,46331,Vers,2016
48009,Peyre en Aubrac,48009,Aumont-Aubrac,2016
48009,Peyre en Aubrac,48047,Chaze-de-Peyre (La),2016
48009,Peyre en Aubrac,48060,Fau-de-Peyre,2016
48009,Peyre en Aubrac,48076,Javols,2016
48009,Peyre en Aubrac,48142,Sainte-Colombe-de-Peyre,2016
48009,Peyre en Aubrac,48183,Saint-Sauveur-de-Peyre,2016
48027,Mont Lozère et Goulet,48027,Bleymard (Le),2016
48027,Mont Lozère et Goulet,48014,Bagnols-les-Bains,2016
48027,Mont Lozère et Goulet,48023,Belvezet,2016
48027,Mont Lozère et Goulet,48040,Chasseradès,2016
48027,Mont Lozère et Goulet,48093,Mas-d'Orcières,2016
48027,Mont Lozère et Goulet,48164,Saint-Julien-du-Tournel,2016
48087,Prinsuéjols-Malbouzon,48087,Malbouzon,2016
48087,Prinsuéjols-Malbouzon,48120,Prinsuéjols,2016
48094,Massegros Causses Gorges,48094,Massegros (Le),2016
48094,Massegros Causses Gorges,48125,Recoux (Le),2016
48094,Massegros Causses Gorges,48154,Saint-Georges-de-Lévéjac,2016
48094,Massegros Causses Gorges,48180,Saint-Rome-de-Dolan,2016
48094,Massegros Causses Gorges,48195,Vignes (Les),2016
48139,Saint Bonnet-Laval,48139,Saint-Bonnet-de-Montauroux,2016
48139,Saint Bonnet-Laval,48084,Laval-Atger,2016
48146,Gorges du Tarn Causses,48146,Sainte-Enimie,2016
48146,Gorges du Tarn Causses,48101,Montbrun,2016
48146,Gorges du Tarn Causses,48122,Quézac,2016
49050,Brissac Loire Aubance,49050,Brissac-Quincé ,2016
49050,Brissac Loire Aubance,49001,Alleuds (Les),2016
49050,Brissac Loire Aubance,49078,Charcé-Saint-Ellier-sur-Aubance,2016
49050,Brissac Loire Aubance,49186,Luigné,2016
49050,Brissac Loire Aubance,49317,Saint-Rémy-la-Varenne,2016
49050,Brissac Loire Aubance,49318,Saint-Saturnin-sur-Loire,2016
49050,Brissac Loire Aubance,49327,Saulgé-l'Hôpital,2016
49050,Brissac Loire Aubance,49363,Vauchrétien,2016
49050,Brissac Loire Aubance,49091,Chemellier,2016
49050,Brissac Loire Aubance,49115,Coutures,2016
49065,Hauts d'Anjou (Les),49065,Champigné,2016
49065,Hauts d'Anjou (Les),49051,Brissarthe,2016
49065,Hauts d'Anjou (Les),49096,Cherré,2016
49065,Hauts d'Anjou (Les),49105,Contigné,2016
49065,Hauts d'Anjou (Les),49189,Marigné,2016
49065,Hauts d'Anjou (Les),49254,Querré,2016
49065,Hauts d'Anjou (Les),49335,Sœurdres,2016
49086,Terranjou,49086,Chavagnes,2016
49086,Terranjou,49191,Martigné-Briand,2016
49086,Terranjou,49227,Notre-Dame-d'Allençon,2016
49125,Doué-en-Anjou,49125,Doué-la-Fontaine,2016
49125,Doué-en-Anjou,49047,Brigné,2016
49125,Doué-en-Anjou,49104,Concourson-sur-Layon,2016
49125,Doué-en-Anjou,49141,Forges,2016
49125,Doué-en-Anjou,49198,Meigné,2016
49125,Doué-en-Anjou,49207,Montfort,2016
49125,Doué-en-Anjou,49282,Saint-Georges-sur-Layon,2016
49125,Doué-en-Anjou,49365,Verchers-sur-Layon (Les),2016
49167,Garennes sur Loire (Les),49167,Juigné-sur-Loire,2016
49167,Garennes sur Loire (Les),49290,Saint-Jean-des-Mauvrets,2016
49183,Val d'Erdre-Auxence,49183,Louroux-Béconnais (Le),2016
49183,Val d'Erdre-Auxence,49108,Cornuaille (La),2016
49183,Val d'Erdre-Auxence,49376,Villemoisan,2016
49220,Morannes sur Sarthe-Daumeray,49220,Morannes-sur-Sarthe,2016
49220,Morannes sur Sarthe-Daumeray,49119,Daumeray,2016
49228,Noyant-Villages,49228,Noyant,2016
49228,Noyant-Villages,49013,Auverse,2016
49228,Noyant-Villages,49044,Breil,2016
49228,Noyant-Villages,49052,Broc,2016
49228,Noyant-Villages,49062,Chalonnes-sous-le-Lude,2016
49228,Noyant-Villages,49087,Chavaignes,2016
49228,Noyant-Villages,49098,Chigné,2016
49228,Noyant-Villages,49122,Dénezé-sous-le-Lude,2016
49228,Noyant-Villages,49150,Genneteil,2016
49228,Noyant-Villages,49173,Lasse,2016
49228,Noyant-Villages,49175,Linières-Bouton,2016
49228,Noyant-Villages,49197,Meigné-le-Vicomte,2016
49228,Noyant-Villages,49202,Méon,2016
49228,Noyant-Villages,49234,Parçay-les-Pins,2016
49248,Ombrée d'Anjou,49248,Pouancé,2016
49248,Ombrée d'Anjou,49073,Chapelle-Hullin (La),2016
49248,Ombrée d'Anjou,49088,Chazé-Henry,2016
49248,Ombrée d'Anjou,49103,Combrée,2016
49248,Ombrée d'Anjou,49156,Grugé-l'Hôpital,2016
49248,Ombrée d'Anjou,49226,Noëllet,2016
49248,Ombrée d'Anjou,49250,Prévière (La),2016
49248,Ombrée d'Anjou,49309,Saint-Michel-et-Chanveaux,2016
49248,Ombrée d'Anjou,49354,Tremblay (Le),2016
49248,Ombrée d'Anjou,49366,Vergonnes,2016
49331,Segré-en-Anjou Bleu,49331,Segré,2016
49331,Segré-en-Anjou Bleu,49014,Aviré,2016
49331,Segré-en-Anjou Bleu,49037,Bourg-d'Iré (Le),2016
49331,Segré-en-Anjou Bleu,49077,Chapelle-sur-Oudon (La),2016
49331,Segré-en-Anjou Bleu,49081,Châtelais,2016
49331,Segré-en-Anjou Bleu,49136,Ferrière-de-Flée (La),2016
49331,Segré-en-Anjou Bleu,49158,Hôtellerie-de-Flée (L'),2016
49331,Segré-en-Anjou Bleu,49184,Louvaines,2016
49331,Segré-en-Anjou Bleu,49187,Marans,2016
49331,Segré-en-Anjou Bleu,49208,Montguillon ,2016
49331,Segré-en-Anjou Bleu,49229,Noyant-la-Gravoyère,2016
49331,Segré-en-Anjou Bleu,49233,Nyoiseau,2016
49331,Segré-en-Anjou Bleu,49277,Sainte-Gemmes-d'Andigné,2016
49331,Segré-en-Anjou Bleu,49305,Saint-Martin-du-Bois,2016
49331,Segré-en-Anjou Bleu,49319,Saint-Sauveur-de-Flée,2016
50041,Hague (La),50041,Beaumont-Hague,2016
50041,Hague (La),50001,Acqueville ,2016
50041,Hague (La),50020,Auderville,2016
50041,Hague (La),50057,Biville,2016
50041,Hague (La),50073,Branville-Hague,2016
50041,Hague (La),50163,Digulleville,2016
50041,Hague (La),50171,Éculleville,2016
50041,Hague (La),50187,Flottemanville-Hague,2016
50041,Hague (La),50220,Gréville-Hague,2016
50041,Hague (La),50242,Herqueville,2016
50041,Hague (La),50257,Jobourg,2016
50041,Hague (La),50385,Omonville-la-Petite,2016
50041,Hague (La),50386,Omonville-la-Rogue,2016
50041,Hague (La),50460,Sainte-Croix-Hague,2016
50041,Hague (La),50477,Saint-Germain-des-Vaux,2016
50041,Hague (La),50600,Tonneville,2016
50041,Hague (La),50611,Urville-Nacqueville,2016
50041,Hague (La),50620,Vasteville,2016
50041,Hague (La),50623,Vauville,2016
50095,Canisy,50095,Canisy,2016
50095,Canisy,50465,Saint-Ébremond-de-Bonfossé,2016
50099,Carentan les Marais,50099,Carentan les Marais,2016
50099,Carentan les Marais,50080,Brévands,2016
50099,Carentan les Marais,50534,Saint-Pellerin,2016
50099,Carentan les Marais,50631,Veys (Les),2016
50139,Condé-sur-Vire,50139,Condé-sur-Vire,2016
50139,Condé-sur-Vire,50608,Troisgots,2016
50260,Juvigny les Vallées,50260,Juvigny-le-Tertre,2016
50260,Juvigny les Vallées,50037,Bazoge (La),2016
50260,Juvigny les Vallées,50043,Bellefontaine,2016
50260,Juvigny les Vallées,50125,Chasseguey,2016
50260,Juvigny les Vallées,50131,Chérencé-le-Roussel,2016
50260,Juvigny les Vallées,50318,Mesnil-Rainfray (Le),2016
50260,Juvigny les Vallées,50323,Mesnil-Tôve (Le),2016
50400,Picauville,50400,Picauville,2016
50400,Picauville,50333,Moitiers-en-Bauptois (Les),2016
50431,Remilly Les Marais ,50431,Remilly-sur-Lozon,2016
50431,Remilly Les Marais,50119,Champs-de-Losque (Les),2016
50431,Remilly Les Marais,50325,Mesnil-Vigot (Le),2016
50444,Saint-Amand-Villages,50444,Saint-Amand,2016
50444,Saint-Amand-Villages,50404,Placy-Montaigu,2016
50487,Saint-James,50487,Saint-James,2016
50487,Saint-James,50018,Argouges,2016
50487,Saint-James,50100,Carnet,2016
50487,Saint-James,50154,Croix-Avranchin (La),2016
50487,Saint-James,50337,Montanel,2016
50487,Saint-James,50627,Vergoncey,2016
50487,Saint-James,50640,Villiers-le-Pré,2016
51075,Bourgogne-Fresne,51075,Bourgogne,2016
51075,Bourgogne-Fresne,51261,Fresne-lès-Reims,2016
51171,Cormicy,51171,Cormicy,2016
51171,Cormicy,02344,Gernicourt,2016
52064,Bourmont-entre-Meuse-et-Mouzon,52064,Bourmont,2016
52064,Bourmont-entre-Meuse-et-Mouzon,52351,Nijon,2016
52140,Colombey les Deux Églises,52140,Colombey-les-Deux-Églises,2016
52140,Colombey les Deux Églises,52262,Lamothe-en-Blaisy,2016
53017,Val-du-Maine,53017,Ballée,2016
53017,Val-du-Maine,53095,Épineux-le-Seguin,2016
53161,Montsûrs-Saint-Céneré,53161,Montsûrs,2016
53161,Montsûrs-Saint-Céneré,53205,Saint-Céneré,2016
53228,Blandouet-Saint Jean,53228,Saint-Jean-sur-Erve,2016
53228,Blandouet-Saint Jean,53032,Blandouet,2016
54099,Val de Briey,54099,Briey,2016
54099,Val de Briey,54341,Mance,2016
54099,Val de Briey,54342,Mancieulles,2016
56033,Carentoir,56033,Carentoir,2016
56033,Carentoir,56183,Quelneuc,2016
56061,Gacilly (La),56061,Gacilly (La),2016
56061,Gacilly (La),56038,Chapelle-Gaceline (La),2016
56061,Gacilly (La),56064,Glénac,2016
57148,Colligny-Maizery,57148,Colligny,2016
57148,Colligny-Maizery,57432,Maizery,2016
57482,Ogy-Montoy-Flanville,57482,Montoy-Flanville,2016
57482,Ogy-Montoy-Flanville,57523,Ogy,2016
58204,Vaux d'Amognes,58204,Ourouër,2016
58204,Vaux d'Amognes,58022,Balleray,2016
60029,Auneuil,60029,Auneuil,2016
60029,Auneuil,60649,Troussures,2016
60196,Drenne (La),60196,Déluge (Le),2016
60196,Drenne (La),60453,Neuville-d'Aumont (La),2016
60196,Drenne (La),60532,Ressons-l'Abbaye,2016
61168,Ferté Macé (La),61168,Ferté-Macé (La),2016
61168,Ferté Macé (La),61004,Antoigny,2016
61196,Belforêt-en-Perche,61196,Gué-de-la-Chaîne (Le),2016
61196,Belforêt-en-Perche,61154,Eperrais,2016
61196,Belforêt-en-Perche,61318,Origny-le-Butin,2016
61196,Belforêt-en-Perche,61325,Perrière (La),2016
61196,Belforêt-en-Perche,61437,Saint-Ouen-de-la-Cour,2016
61196,Belforêt-en-Perche,61471,Sérigny,2016
61474,Gouffern en Auge,61474,Silly-en-Gouffern,2016
61474,Gouffern en Auge,61009,Aubry-en-Exmes,2016
61474,Gouffern en Auge,61019,Avernes-sous-Exmes,2016
61474,Gouffern en Auge,61057,Bourg-Saint-Léonard (Le),2016
61474,Gouffern en Auge,61083,Chambois,2016
61474,Gouffern en Auge,61110,Cochère (La),2016
61474,Gouffern en Auge,61131,Courménil,2016
61474,Gouffern en Auge,61157,Exmes,2016
61474,Gouffern en Auge,61161,Fel,2016
61474,Gouffern en Auge,61315,Omméel,2016
61474,Gouffern en Auge,61449,Saint-Pierre-la-Rivière,2016
61474,Gouffern en Auge,61477,Survie,2016
61474,Gouffern en Auge,61496,Urou-et-Crennes,2016
61474,Gouffern en Auge,61504,Villebadin,2016
62295,Enquin-lez-Guinegatte,62295,Enquin-les-Mines,2016
62295,Enquin-lez-Guinegatte,62294,Enguinegatte,2016
62471,Bellinghem,62471,Inghem,2016
62471,Bellinghem,62431,Herbelles,2016
64225,Ance Féas,64225,Féas,2016
64225,Ance Féas,64020,Ance,2016
65081,Benqué-Molère,65081,Benqué,2016
65081,Benqué-Molère,65312,Molère,2016
65399,Saligos,65399,Saligos,2016
65399,Saligos,65480,Vizos,2016
67202,Hochfelden,67202,Hochfelden,2016
67202,Hochfelden,67439,Schaffhouse-sur-Zorn,2016
69024,Val d'Oingt,69024,Bois-d'Oingt (Le),2016
69024,Val d'Oingt,69146,Oingt,2016
69024,Val d'Oingt,69222,Saint-Laurent-d'Oingt,2016
69159,Porte des Pierres Dorées,69159,Pouilly-le-Monial,2016
69159,Porte des Pierres Dorées,69114,Liergues,2016
69228,Chabanière,69228,Saint-Maurice-sur-Dargoire,2016
69228,Chabanière,69195,Saint-Didier-sous-Riverie,2016
69228,Chabanière,69237,Saint-Sorlin,2016
70489,Servance-Miellin,70489,Servance,2016
70489,Servance-Miellin,70345,Miellin,2016
71582,Vineuse sur Fregande (La),71582,Vineuse (La),2016
71582,Vineuse sur Fregande (La),71180,Donzy-le-National,2016
71582,Vineuse sur Fregande (La),71288,Massy,2016
71582,Vineuse sur Fregande (La),71587,Vitry-lès-Cluny,2016
72025,Bazouges Cré sur Loir,72025,Bazouges-sur-le-Loir,2016
72025,Bazouges Cré sur Loir,72108,Cré-sur-Loir,2016
72071,Montval-sur-Loir,72071,Château-du-Loir,2016
72071,Montval-sur-Loir,72203,Montabon,2016
72071,Montval-sur-Loir,72384,Vouvray-sur-Loir,2016
72262,Loir en Vallée,72262,Ruillé-sur-Loir,2016
72262,Loir en Vallée,72063,Chapelle-Gaugain (La),2016
72262,Loir en Vallée,72159,Lavenay,2016
72262,Loir en Vallée,72240,Poncé-sur-le-Loir,2016
72308,Saint-Paterne - Le Chevain,72308,Saint-Paterne,2016
72308,Saint-Paterne - Le Chevain,72082,Chevain (Le),2016
73227,Courchevel,73227,Saint-Bon-Tarentaise,2016
73227,Courchevel,73198,Perrière (La),2016
73235,Saint François Longchamp,73235,Saint-François-Longchamp,2016
73235,Saint François Longchamp,73163,Montaimont,2016
73235,Saint François Longchamp,73167,Montgellafrey,2016
73290,Val-Cenis,73290,Termignon,2016
73290,Val-Cenis,73056,Bramans,2016
73290,Val-Cenis,73143,Lanslebourg-Mont-Cenis,2016
73290,Val-Cenis,73144,Lanslevillard,2016
73290,Val-Cenis,73287,Sollières-Sardières,2016
74010,Annecy,74010,Annecy,2016
74010,Annecy,74011,Annecy-le-Vieux,2016
74010,Annecy,74093,Cran-Gevrier,2016
74010,Annecy,74182,Meythet,2016
74010,Annecy,74217,Pringy,2016
74010,Annecy,74268,Seynod,2016
74282,Fillière,74282,Thorens-Glières,2016
74282,Fillière,74022,Aviernoz ,2016
74282,Fillière,74120,Évires,2016
74282,Fillière,74204,Ollières (Les),2016
74282,Fillière,74245,Saint-Martin-Bellevue,2016
76146,Buchy,76146,Buchy,2016
76146,Buchy,76127,Bosc-Roger-sur-Buchy,2016
76146,Buchy,76248,Estouteville-Écalles,2016
76258,Terres-de-Caux,76258,Fauville-en-Caux,2016
76258,Terres-de-Caux,76044,Auzouville-Auberbosc,2016
76258,Terres-de-Caux,76078,Bennetot,2016
76258,Terres-de-Caux,76080,Bermonville,2016
76258,Terres-de-Caux,76525,Ricarville,2016
76258,Terres-de-Caux,76607,Sainte-Marguerite-sur-Fauville,2016
76258,Terres-de-Caux,76639,Saint-Pierre-Lavis,2016
77316,Moret-Loing-et-Orvanne,77316,Moret Loing et Orvanne,2016
77316,Moret-Loing-et-Orvanne,77491,Veneux-les-Sablons,2016
79063,Val en Vignes,79063,Cersay,2016
79063,Val en Vignes,79044,Bouillé-Saint-Paul,2016
79063,Val en Vignes,79168,Massais,2016
79136,Alloinay,79136,Gournay-Loizé,2016
79136,Alloinay,79006,Alleuds (Les),2016
79185,Mougon-Thorigné,79185,Mougon,2016
79185,Mougon-Thorigné,79327,Thorigné,2016
80295,Étinehem-Méricourt,80295,Étinehem,2016
80295,Étinehem-Méricourt,80532,Méricourt-sur-Somme,2016
80621,Hypercourt,80621,Pertain,2016
80621,Hypercourt,80447,Hyencourt-le-Grand,2016
80621,Hypercourt,80608,Omiécourt,2016
81218,Puygouzon,81218,Puygouzon,2016
81218,Puygouzon,81113,Labastide-Dénat,2016
85009,Auchay-sur-Vendée,85009,Auzay,2016
85009,Auchay-sur-Vendée,85044,Chaix,2016
85152,Achards (Les),85152,Mothe-Achard (La),2016
85152,Achards (Les),85052,Chapelle-Achard (La),2016
86019,Beaumont Saint-Cyr,86019,Beaumont,2016
86019,Beaumont Saint-Cyr,86219,Saint-Cyr,2016
86053,Champigny en Rochereau,86053,Champigny-le-Sec,2016
86053,Champigny en Rochereau,86208,Rochereau (Le),2016
86115,Jaunay-Marigny,86115,Jaunay-Clan,2016
86115,Jaunay-Marigny,86146,Marigny-Brizay,2016
86281,Saint Martin la Pallu,86281,Vendeuvre-du-Poitou,2016
86281,Saint Martin la Pallu,86030,Blaslay,2016
86281,Saint Martin la Pallu,86060,Charrais,2016
86281,Saint Martin la Pallu,86071,Cheneché,2016
88029,Vôge-les-Bains (La),88029,Bains-les-Bains,2016
88029,Vôge-les-Bains (La),88234,Harsault,2016
88029,Vôge-les-Bains (La),88235,Hautmougey,2016
88475,Tollaincourt,88475,Tollaincourt,2016
88475,Tollaincourt,88392,Rocourt,2016
89003,Montholon,89003,Aillant-sur-Tholon,2016
89003,Montholon,89078,Champvallon ,2016
89003,Montholon,89473,Villiers-sur-Tholon,2016
89003,Montholon,89484,Volgré ,2016
89130,Deux Rivières,89130,Cravant,2016
89130,Deux Rivières,89001,Accolay,2016
89405,Hauts de Forterre (Les),89405,Taingy,2016
89405,Hauts de Forterre (Les),89174,Fontenailles,2016
89405,Hauts de Forterre (Les),89260,Molesmes,2016
01025,Bâgé-Dommartin,01025,Bâgé-la-Ville,2017
01025,Bâgé-Dommartin,01144,Dommartin,2017
05024,Valdoule,05024,Bruis,2017
05024,Valdoule,05088,Montmorin,2017
05024,Valdoule,05150,Sainte-Marie,2017
05039,Aubessagne,05039,Chauffayer,2017
05039,Aubessagne,05043,Les Costes,2017
05039,Aubessagne,05141,Saint-Eusèbe-en-Champsaur,2017
16300,Val-de-Bonnieure,16300,Saint-Angeau,2017
16300,Val-de-Bonnieure,16296,Saint-Amant-de-Bonnieure,2017
16300,Val-de-Bonnieure,16309,Sainte-Colombe,2017
17160,Floirac,17160,Floirac,2017
17160,Floirac,17392,Saint-Romain-sur-Gironde,2017
17457,La Devise,17457,Vandré,2017
17457,La Devise,17103,Chervettes,2017
17457,La Devise,17352,Saint-Laurent-de-la-Barrière,2017
22050,Dinan,22050,Dinan,2017
22050,Dinan,22123,Léhon,2017
25078,Bouclans,25078,Bouclans,2017
