id,codeCommune,libelleCommune,codeDepartement,libelleDepartement,actual,dateEffet,effet,mod,tmod,libelle,modification,etat,langue,typeProduit,rubrique,tncc,typeModification
5282014,35114,Forges-la-Forêt,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Forges-la-Forêt passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282015,35119,Gennes-sur-Seiche,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Gennes-sur-Seiche passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282016,35125,Guerche-de-Bretagne,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,La Guerche-de-Bretagne passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282017,35141,Landavran,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Landavran passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282018,35161,Louvigné-de-Bais,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Louvigné-de-Bais passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282019,35165,Marcillé-Robert,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Marcillé-Robert passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282020,35166,Marpiré,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Marpiré passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282021,35167,Martigné-Ferchaud,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Martigné-Ferchaud passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282022,35170,Mecé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Mecé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282023,35183,Mondevert,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Mondevert passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282024,35185,Montautour,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Montautour passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282025,35192,Montreuil-des-Landes,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Montreuil-des-Landes passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282026,35194,Montreuil-sous-Pérouse,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Montreuil-sous-Pérouse passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282027,35198,Moulins,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Moulins passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282028,35199,Moussé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Moussé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282029,35200,Moutiers,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Moutiers passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282030,35209,Ossé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Ossé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282031,35217,Pertre,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Le Pertre passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282032,35229,Pocé-les-Bois,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Pocé-les-Bois passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282033,35232,Princé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Princé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282034,35235,Rannée,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Rannée passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282035,35239,Retiers,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Retiers passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282036,35252,Saint-Aubin-des-Landes,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Saint-Aubin-des-Landes passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282037,35260,Saint-Christophe-des-Bois,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Saint-Christophe-des-Bois passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282038,35262,Sainte-Colombe,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Sainte-Colombe passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282039,35264,Saint-Didier,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Saint-Didier passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282040,35272,Saint-Germain-du-Pinel,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Saint-Germain-du-Pinel passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282041,35283,Saint-Jean-sur-Vilaine,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Saint-Jean-sur-Vilaine passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282042,35300,Saint-M'Hervé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Saint-M'Hervé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282043,35325,Selle-Guerchaise,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,La Selle-Guerchaise passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282044,35330,Taillis,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Taillis passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282045,35333,Theil-de-Bretagne,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Le Theil-de-Bretagne passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282046,35335,Thourie,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Thourie passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282047,35338,Torcé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Torcé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282048,35347,Val-d'Izé,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Val-d'Izé passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282049,35350,Vergéal,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Vergéal passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282050,35359,Visseiche,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Visseiche passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282051,35360,Vitré,35,Ille-et-Vilaine,,2010-10-01T02:00:00.000Z,2010-10-01T00:00:00.000+00:00,,ME,Vitré passe de l'arrondissement de Rennes (353) à l'arrondissement de Fougères-Vitré (351).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5281756,35130,Hédé,35,Ille-et-Vilaine,,2008-01-01T01:00:00.000Z,2008-01-01T00:00:00.000+00:00,,MC,Hédé se sépare de Saint-Symphorien (35317).,Toutes les création/rétablissement de commune ,,FR,communeHistorique,metadonnees,,MC
5281757,35317,Saint-Symphorien,35,Ille-et-Vilaine,,2008-01-01T01:00:00.000Z,2008-01-01T00:00:00.000+00:00,,MC,Saint-Symphorien est rétablie.,Toutes les création/rétablissement de commune ,,FR,communeHistorique,metadonnees,,MC
5281130,35090,Crévin,35,Ille-et-Vilaine,,2005-01-01T01:00:00.000Z,2005-01-01T00:00:00.000+00:00,,MB,Crévin devient Crevin.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280929,35339,Trans,35,Ille-et-Vilaine,,1996-08-11T02:00:00.000Z,1996-08-11T00:00:00.000+00:00,,MB,Trans devient Trans-la-Forêt.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280910,35184,Montauban,35,Ille-et-Vilaine,,1995-11-17T01:00:00.000Z,1995-11-17T00:00:00.000+00:00,,MB,Montauban devient Montauban-de-Bretagne.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280851,35188,Montfort,35,Ille-et-Vilaine,,1993-11-01T01:00:00.000Z,1993-11-01T00:00:00.000+00:00,,MB,Montfort devient Montfort-sur-Meu.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280827,35073,Châtillon-sur-Seiche,35,Ille-et-Vilaine,,1993-01-01T01:00:00.000Z,1993-01-01T00:00:00.000+00:00,,MF,Châtillon-sur-Seiche est rattachée à Noyal-sur-Seiche (35206) qui devient Noyal-Châtillon-sur-Seiche (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280828,35206,Noyal-sur-Seiche,35,Ille-et-Vilaine,,1993-01-01T01:00:00.000Z,1993-01-01T00:00:00.000+00:00,,MF,Noyal-sur-Seiche devient Noyal-Châtillon-sur-Seiche suite à sa fusion avec Châtillon-sur-Seiche (35073).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280730,35242,Rimoux,35,Ille-et-Vilaine,,1989-08-20T02:00:00.000Z,1989-08-20T00:00:00.000+00:00,,MB,Rimoux devient Rimou.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280579,35266,Saint-Erblon,35,Ille-et-Vilaine,,1986-01-01T01:00:00.000Z,1986-01-01T00:00:00.000+00:00,,MC,Saint-Erblon se sépare de Pont-Péan (35363).,Toutes les création/rétablissement de commune ,,FR,communeHistorique,metadonnees,,MC
5280580,35363,Pont-Péan,35,Ille-et-Vilaine,,1986-01-01T01:00:00.000Z,1986-01-01T00:00:00.000+00:00,,MC,Pont-Péan est créée à partir des parcelles de Saint-Erblon (35266).,Toutes les création/rétablissement de commune ,,FR,communeHistorique,metadonnees,,MC
5280550,35056,Chapelle-aux-Filzméens,35,Ille-et-Vilaine,,1985-01-19T01:00:00.000Z,1985-01-19T00:00:00.000+00:00,,MB,La Chapelle-aux-Filzméens devient La Chapelle-aux-Filtzméens.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280506,35334,Thorigné-sur-Vilaine,35,Ille-et-Vilaine,,1984-11-19T01:00:00.000Z,1984-11-19T00:00:00.000+00:00,,MB,Thorigné-sur-Vilaine devient Thorigné-Fouillard.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280106,35036,Brain-sur-Vilaine,35,Ille-et-Vilaine,,1976-07-01T02:00:00.000Z,1976-07-01T00:00:00.000+00:00,,MF,Brain-sur-Vilaine est rattachée à La Chapelle-Saint-Melaine (35064) (fusion association) qui devient La Chapelle-de-Brain.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280107,35064,Chapelle-Saint-Melaine,35,Ille-et-Vilaine,,1976-07-01T02:00:00.000Z,1976-07-01T00:00:00.000+00:00,,MF,La Chapelle-Saint-Melaine devient La Chapelle-de-Brain suite à sa fusion-association avec Brain-sur-Vilaine (35036).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279459,35074,Chaumeré,35,Ille-et-Vilaine,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Chaumeré est rattachée à Domagné (35096) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279460,35096,Domagné,35,Ille-et-Vilaine,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Domagné fusionne avec Chaumeré (35074) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279295,35020,Bazouges-sous-Hédé,35,Ille-et-Vilaine,,1973-07-01T01:00:00.000Z,1973-07-01T00:00:00.000+00:00,,MF,Bazouges-sous-Hédé est rattachée à Hédé (35130) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279296,35130,Hédé,35,Ille-et-Vilaine,,1973-07-01T01:00:00.000Z,1973-07-01T00:00:00.000+00:00,,MF,Hédé fusionne avec Bazouges-sous-Hédé (35020) et Saint-Symphorien (35317) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279297,35317,Saint-Symphorien,35,Ille-et-Vilaine,,1973-07-01T01:00:00.000Z,1973-07-01T00:00:00.000+00:00,,MF,Saint-Symphorien est rattachée à Hédé (35130) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279197,35043,Broons-sur-Vilaine,35,Ille-et-Vilaine,,1973-04-01T01:00:00.000Z,1973-04-01T00:00:00.000+00:00,,MF,Broons-sur-Vilaine est rattachée à Châteaubourg (35068) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279198,35068,Châteaubourg,35,Ille-et-Vilaine,,1973-04-01T01:00:00.000Z,1973-04-01T00:00:00.000+00:00,,MF,Châteaubourg fusionne avec Broons-sur-Vilaine (35043) et Saint-Melaine (35298) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279199,35298,Saint-Melaine,35,Ille-et-Vilaine,,1973-04-01T01:00:00.000Z,1973-04-01T00:00:00.000+00:00,,MF,Saint-Melaine est rattachée à Châteaubourg (35068) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5277620,35249,Sainte-Anne,35,Ille-et-Vilaine,,1971-03-24T01:00:00.000Z,1971-03-24T00:00:00.000+00:00,,MB,Sainte-Anne devient Sainte-Anne-sur-Vilaine.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5277600,35069,Châteaugiron,35,Ille-et-Vilaine,,1971-03-01T01:00:00.000Z,1971-03-01T00:00:00.000+00:00,,MF,Châteaugiron fusionne avec Veneffles (35349) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5277601,35349,Veneffles,35,Ille-et-Vilaine,,1971-03-01T01:00:00.000Z,1971-03-01T00:00:00.000+00:00,,MF,Veneffles est rattachée à Châteaugiron (35069) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5276258,35322,Sel,35,Ille-et-Vilaine,,1967-12-03T01:00:00.000Z,1967-12-03T00:00:00.000+00:00,,MB,Le Sel devient Le Sel-de-Bretagne.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5276243,35213,Paramé,35,Ille-et-Vilaine,,1967-10-30T01:00:00.000Z,1967-10-30T00:00:00.000+00:00,,MF,Paramé est rattachée à Saint-Malo (35288) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5276244,35288,Saint-Malo,35,Ille-et-Vilaine,,1967-10-30T01:00:00.000Z,1967-10-30T00:00:00.000+00:00,,MF,Saint-Malo fusionne avec Paramé (35213) et Saint-Servan-sur-Mer (35313) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5276245,35313,Saint-Servan-sur-Mer,35,Ille-et-Vilaine,,1967-10-30T01:00:00.000Z,1967-10-30T00:00:00.000+00:00,,MF,Saint-Servan-sur-Mer est rattachée à Saint-Malo (35288) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5276125,35038,Bréal,35,Ille-et-Vilaine,,1965-06-12T01:00:00.000Z,1965-06-12T00:00:00.000+00:00,,MB,Bréal devient Bréal-sous-Vitré.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5276086,35182,Moigné,35,Ille-et-Vilaine,,1965-03-01T01:00:00.000Z,1965-03-01T00:00:00.000+00:00,,MF,Moigné est rattachée à Le Rheu (35240) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5276087,35240,Rheu,35,Ille-et-Vilaine,,1965-03-01T01:00:00.000Z,1965-03-01T00:00:00.000+00:00,,MF,Le Rheu fusionne avec Moigné (35182) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5275551,35303,Saint-Ouen-de-la-Rouërie,35,Ille-et-Vilaine,,1961-08-26T01:00:00.000Z,1961-08-26T00:00:00.000+00:00,,MB,Saint-Ouen-de-la-Rouërie devient Saint-Ouen-la-Rouërie.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275336,35036,Brain,35,Ille-et-Vilaine,,1958-10-15T01:00:00.000Z,1958-10-15T00:00:00.000+00:00,,MB,Brain devient Brain-sur-Vilaine.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275337,35119,Gennes,35,Ille-et-Vilaine,,1958-10-15T01:00:00.000Z,1958-10-15T00:00:00.000+00:00,,MB,Gennes devient Gennes-sur-Seiche.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275025,35224,Plerguer,35,Ille-et-Vilaine,,1953-07-05T01:00:00.000Z,1953-07-05T00:00:00.000+00:00,,MC,Plerguer se sépare du Tronchet (35362).,Toutes les création/rétablissement de commune ,,FR,communeHistorique,metadonnees,,MC
5275026,35362,Tronchet,35,Ille-et-Vilaine,,1953-07-05T01:00:00.000Z,1953-07-05T00:00:00.000+00:00,,MC,Le Tronchet est créée à partir des parcelles de Plerguer (35224).,Toutes les création/rétablissement de commune ,,FR,communeHistorique,metadonnees,,MC
5288350,36072,Faverolles-en-Berry,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Faverolles-en-Berry devient commune déléguée au sein de Villentrois-Faverolles-en-Berry (36244) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288351,36093,Levroux,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Levroux reste déléguée au sein de Levroux (36093) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288352,36093,Levroux,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Levroux en lieu et place des communes de Levroux (36093) et de Saint-Pierre-de-Lamps (36206).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288353,36201,Saint-Martin-de-Lamps,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Saint-Martin-de-Lamps reste déléguée au sein de Levroux (36093) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288354,36206,Saint-Pierre-de-Lamps,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Saint-Pierre-de-Lamps devient commune déléguée au sein de Levroux (36093) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288355,36244,Villentrois,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Villentrois devient commune déléguée (chef-lieu) au sein de Villentrois-Faverolles-en-Berry (36244) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288356,36244,Villentrois-Faverolles-en-Berry,36,Indre,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Villentrois-Faverolles-en-Berry en lieu et place des communes de Faverolles-en-Berry (36072) et de Villentrois (36244) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287585,36072,Faverolles,36,Indre,,2017-02-10T01:00:00.000Z,2017-02-10T00:00:00.000+00:00,,MB,Faverolles devient Faverolles-en-Berry.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5286015,36012,Baraize,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Baraize passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286016,36014,Bazaiges,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Bazaiges passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286017,36030,Buxières-d'Aillac,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Buxières-d'Aillac passe de l'arrondissement de Châteauroux (362) à l'arrondissement de La Châtre (363).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286018,36032,Ceaulmont,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Ceaulmont passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286019,36062,Cuzion,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Cuzion passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286020,36070,Éguzon-Chantôme,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Éguzon-Chantôme passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286021,36081,Gargilesse-Dampierre,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Gargilesse-Dampierre passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286022,36157,Pérouille,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,La Pérouille passe de l'arrondissement de Châteauroux (362) à l'arrondissement du Blanc (361).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5286023,36158,Badecon-le-Pin,36,Indre,,2017-01-01T01:00:00.000Z,2017-01-01T00:00:00.000+00:00,,ME,Badecon-le-Pin passe de l'arrondissement de La Châtre (363) à l'arrondissement de Châteauroux (362).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
