id,codeCommune,libelleCommune,codeDepartement,libelleDepartement,actual,dateEffet,effet,mod,tmod,libelle,modification,etat,langue,typeProduit,rubrique,tncc,typeModification
5276173,16311,Saint-Cybard,16,Charente,,1966-05-20T01:00:00.000Z,1966-05-20T00:00:00.000+00:00,,MF,Saint-Cybard est rattachée à Montmoreau (16230) qui devient Montmoreau-Saint-Cybard (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5275699,16085,Chasseneuil,16,Charente,,1962-05-16T01:00:00.000Z,1962-05-16T00:00:00.000+00:00,,MB,Chasseneuil devient Chasseneuil-sur-Bonnieure.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275624,16020,Aubeterre,16,Charente,,1962-03-08T01:00:00.000Z,1962-03-08T00:00:00.000+00:00,,MB,Aubeterre devient Aubeterre-sur-Dronne.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275625,16242,Nanteuil,16,Charente,,1962-03-08T01:00:00.000Z,1962-03-08T00:00:00.000+00:00,,MB,Nanteuil devient Nanteuil-en-Vallée.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275626,16307,Saint-Ciers,16,Charente,,1962-03-08T01:00:00.000Z,1962-03-08T00:00:00.000+00:00,,MB,Saint-Ciers devient Saint-Ciers-sur-Bonnieure.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275627,16340,Saint-Même,16,Charente,,1962-03-08T01:00:00.000Z,1962-03-08T00:00:00.000+00:00,,MB,Saint-Même devient Saint-Même-les-Carrières.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275628,16400,Verteuil,16,Charente,,1962-03-08T01:00:00.000Z,1962-03-08T00:00:00.000+00:00,,MB,Verteuil devient Verteuil-sur-Charente.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275546,16192,Loubert,16,Charente,,1961-08-26T01:00:00.000Z,1961-08-26T00:00:00.000+00:00,,MB,Loubert devient Loubert-Madieu.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275195,16075,Champagne,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Champagne devient Champagne-de-Blanzac.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275196,16097,Cherves,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Cherves devient Cherves-de-Cognac.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275197,16319,Saint-Genis,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Saint-Genis devient Saint-Genis-de-Blanzac.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275198,16320,Saint-Genis,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Saint-Genis devient Saint-Genis-d'Hiersac.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275199,16322,Saint-Germain,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Saint-Germain devient Saint-Germain-de-Confolens.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275200,16323,Saint-Germain,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Saint-Germain devient Saint-Germain-de-Montbron.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5275201,16330,Saint-Laurent,16,Charente,,1956-02-24T01:00:00.000Z,1956-02-24T00:00:00.000+00:00,,MB,Saint-Laurent devient Saint-Laurent-de-Cognac.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5274742,16073,Chalais,16,Charente,,1946-11-01T01:00:00.000Z,1946-11-01T00:00:00.000+00:00,,MF,Chalais fusionne avec Saint-Christophe-de-Chalais (16305) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5274743,16305,Saint-Christophe-de-Chalais,16,Charente,,1946-11-01T01:00:00.000Z,1946-11-01T00:00:00.000+00:00,,MF,Saint-Christophe-de-Chalais est rattachée à Chalais (16073) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5288146,17169,Frédière,17,Charente-Maritime,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,La Frédière devient commune déléguée au sein de Saint-Hilaire-de-Villefranche (17344) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288147,17189,Hiers-Brouage,17,Charente-Maritime,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Hiers-Brouage devient commune déléguée au sein de Marennes-Hiers-Brouage (17219) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288148,17219,Marennes,17,Charente-Maritime,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Marennes devient commune déléguée (chef-lieu) au sein de Marennes-Hiers-Brouage (17219) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288149,17219,Marennes-Hiers-Brouage,17,Charente-Maritime,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Marennes-Hiers-Brouage en lieu et place des communes d'Hiers-Brouage (17189) et de Marennes (17219) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288150,17344,Saint-Hilaire-de-Villefranche,17,Charente-Maritime,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Saint-Hilaire-de-Villefranche devient commune déléguée (chef-lieu) au sein de Saint-Hilaire-de-Villefranche (17344) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5288151,17344,Saint-Hilaire-de-Villefranche,17,Charente-Maritime,,2019-01-01T01:00:00.000Z,2019-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Saint-Hilaire-de-Villefranche en lieu et place des communes de La Frédière (17169) et de Saint-Hilaire-de-Villefranche (17344) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287989,17272,Péré,17,Charente-Maritime,,2018-03-01T01:00:00.000Z,2018-03-01T00:00:00.000+00:00,,MG,Péré devient commune déléguée au sein de Saint-Pierre-La-Noue (17340) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287990,17340,Saint-Germain-de-Marencennes,17,Charente-Maritime,,2018-03-01T01:00:00.000Z,2018-03-01T00:00:00.000+00:00,,MG,Saint-Germain-de-Marencennes devient commune déléguée (chef-lieu) au sein de Saint-Pierre-La-Noue (17340) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287991,17340,Saint-Pierre-La-Noue,17,Charente-Maritime,,2018-03-01T01:00:00.000Z,2018-03-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Saint-Pierre-La-Noue en lieu et place des communes de Péré (17272) et de Saint-Germain-de-Marencennes (17340) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287814,17103,Chervettes,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,Chervettes devient commune déléguée au sein de La Devise (17457) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287815,17160,Floirac,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,Floirac (commune chef-lieu) est rattachée à Floirac (17160) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287816,17160,Floirac,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Floirac en lieu et place des communes de Floirac (17160) et de Saint-Romain-sur-Gironde (17392).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287817,17352,Saint-Laurent-de-la-Barrière,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,Saint-Laurent-de-la-Barrière devient commune déléguée au sein de La Devise (17457) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287818,17392,Saint-Romain-sur-Gironde,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,Saint-Romain-sur-Gironde est rattachée à Floirac (17160) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287819,17457,Vandré,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,Vandré devient commune déléguée (chef-lieu) au sein de La Devise (17457) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287820,17457,Devise,17,Charente-Maritime,,2018-01-01T01:00:00.000Z,2018-01-01T00:00:00.000+00:00,,MG,"Création de la commune nouvelle de La Devise en lieu et place des communes de Chervettes (17103), de Saint-Laurent-de-la-Barrière (17352) et de Vandré (17457) devenues déléguées.",Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5287483,17007,Anais,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Anais passe de l'arrondissement de La Rochelle (173) à l'arrondissement de Rochefort (172).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287484,17027,Avy,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Avy passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287485,17039,Belluire,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Belluire passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287486,17047,Biron,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Biron passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287487,17056,Bougneau,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Bougneau passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287488,17069,Brives-sur-Charente,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Brives-sur-Charente passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287489,17078,Chadenac,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Chadenac passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287490,17103,Chervettes,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Chervettes passe de l'arrondissement de Saint-Jean-d'Angély (175) à l'arrondissement de Rochefort (172).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287491,17122,Coulonges,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Coulonges passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287492,17145,Échebrune,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Échebrune passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287493,17159,Fléac-sur-Seugne,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Fléac-sur-Seugne passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287494,17220,Marignac,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Marignac passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287495,17227,Mazerolles,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Mazerolles passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287496,17230,Meschers-sur-Gironde,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Meschers-sur-Gironde passe de l'arrondissement de Saintes (174) à l'arrondissement de Rochefort (172).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287497,17273,Pérignac,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Pérignac passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287498,17283,Pons,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Pons passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287499,17321,Saint-Crépin,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Saint-Crépin passe de l'arrondissement de Saint-Jean-d'Angély (175) à l'arrondissement de Rochefort (172).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287500,17352,Saint-Laurent-de-la-Barrière,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Saint-Laurent-de-la-Barrière passe de l'arrondissement de Saint-Jean-d'Angély (175) à l'arrondissement de Rochefort (172).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287501,17354,Saint-Léger,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Saint-Léger passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287502,17388,Saint-Quantin-de-Rançanne,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Saint-Quantin-de-Rançanne passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287503,17398,Saint-Seurin-de-Palenne,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Saint-Seurin-de-Palenne passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287504,17418,Salignac-sur-Charente,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Salignac-sur-Charente passe de l'arrondissement de Saintes (174) à l'arrondissement de Jonzac (171).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287505,17443,Thairé,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Thairé passe de l'arrondissement de Rochefort (172) à l'arrondissement de La Rochelle (173).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5287506,17483,Yves,17,Charente-Maritime,,2017-01-15T01:00:00.000Z,2017-01-15T00:00:00.000+00:00,,ME,Yves passe de l'arrondissement de Rochefort (172) à l'arrondissement de La Rochelle (173).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5283345,17040,Benâte,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,La Benâte devient commune déléguée au sein d'Essouvert (17277) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5283346,17238,Moings,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Moings est rattachée à Réaux (17295) qui devient Réaux sur Trèfle (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5283347,17277,Saint-Denis-du-Pin,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Saint-Denis-du-Pin devient commune déléguée (chef-lieu) au sein d'Essouvert (17277) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5283348,17277,Essouvert,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle d'Essouvert en lieu et place des communes de La Benâte (17040) et de Saint-Denis-du-Pin (17277) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5283349,17295,Réaux,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Réaux (commune chef-lieu) est rattachée à Réaux sur Trèfle (17295) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5283350,17295,Réaux sur Trèfle,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,"Création de la commune nouvelle de Réaux sur Trèfle en lieu et place des communes de Moings (17238), de Réaux (17295) et de Saint-Maurice-de-Tavernole (17371).",Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5283351,17371,Saint-Maurice-de-Tavernole,17,Charente-Maritime,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Saint-Maurice-de-Tavernole est rattachée à Réaux (17295) qui devient Réaux sur Trèfle (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5282226,17377,Saint-Ouen,17,Charente-Maritime,,2013-11-08T01:00:00.000Z,2013-11-08T00:00:00.000+00:00,,MB,Saint-Ouen devient Saint-Ouen-la-Thène.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5282052,17013,Antezant-la-Chapelle,17,Charente-Maritime,,2010-11-01T01:00:00.000Z,2010-11-01T00:00:00.000+00:00,,MF,La fusion d'Antezant-la-Chapelle avec La Chapelle-Bâton (17088) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5282053,17088,Chapelle-Bâton,17,Charente-Maritime,,2010-11-01T01:00:00.000Z,2010-11-01T00:00:00.000+00:00,,MF,Le rattachement de La Chapelle-Bâton à Antezant-la-Chapelle (17013) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5281988,17384,Saint-Pierre-de-l'Île,17,Charente-Maritime,,2010-07-11T02:00:00.000Z,2010-07-11T00:00:00.000+00:00,,MB,Saint-Pierre-de-l'Île devient Saint-Pierre-de-l'Isle.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5281117,17014,Antignac,17,Charente-Maritime,,2004-01-01T01:00:00.000Z,2004-01-01T00:00:00.000+00:00,,MF,Le rattachement d'Antignac à Saint-Georges-Antignac (17332) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5281118,17332,Saint-Georges-Antignac,17,Charente-Maritime,,2004-01-01T01:00:00.000Z,2004-01-01T00:00:00.000+00:00,,MF,La fusion de Saint-Georges-Antignac avec Antignac (17014) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280927,17437,Talmont,17,Charente-Maritime,,1996-08-11T02:00:00.000Z,1996-08-11T00:00:00.000+00:00,,MB,Talmont devient Talmont-sur-Gironde.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280784,17043,Bernay-Saint-Martin,17,Charente-Maritime,,1991-06-15T02:00:00.000Z,1991-06-15T00:00:00.000+00:00,,MF,La fusion de Bernay-Saint-Martin avec Saint-Martin-de-la-Coudre (17368) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280785,17368,Saint-Martin-de-la-Coudre,17,Charente-Maritime,,1991-06-15T02:00:00.000Z,1991-06-15T00:00:00.000+00:00,,MF,Le rattachement de Saint-Martin-de-la-Coudre à Bernay-Saint-Martin (17043) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280659,17474,Villeneuve-la-Comtesse,17,Charente-Maritime,,1988-01-01T01:00:00.000Z,1988-01-01T00:00:00.000+00:00,,MF,La fusion de Villeneuve-la-Comtesse avec Villenouvelle (17475) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280660,17475,Villenouvelle,17,Charente-Maritime,,1988-01-01T01:00:00.000Z,1988-01-01T00:00:00.000+00:00,,MF,Le rattachement de Villenouvelle à Villeneuve-la-Comtesse (17474) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280504,17073,Bussac,17,Charente-Maritime,,1984-11-19T01:00:00.000Z,1984-11-19T00:00:00.000+00:00,,MB,Bussac devient Bussac-sur-Charente.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280449,17260,Neuvicq-Montguyon,17,Charente-Maritime,,1983-04-17T02:00:00.000Z,1983-04-17T00:00:00.000+00:00,,MB,Neuvicq-Montguyon devient Neuvicq.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280249,17286,Portes,17,Charente-Maritime,,1979-06-15T02:00:00.000Z,1979-06-15T00:00:00.000+00:00,,MB,Les Portes devient Les Portes-en-Ré.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5279674,17370,Saint-Maurice-de-Laurençanne,17,Charente-Maritime,,1975-01-01T01:00:00.000Z,1975-01-01T00:00:00.000+00:00,,MF,Saint-Maurice-de-Laurençanne est rattachée à Tugéras (17454) qui devient Tugéras-Saint-Maurice (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279675,17454,Tugéras,17,Charente-Maritime,,1975-01-01T01:00:00.000Z,1975-01-01T00:00:00.000+00:00,,MF,Tugéras devient Tugéras-Saint-Maurice suite à sa fusion avec Saint-Maurice-de-Laurençanne (17370).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279435,17013,Antezant,17,Charente-Maritime,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Antezant devient Antezant-la-Chapelle suite à sa fusion-association avec La Chapelle-Bâton (17088).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279436,17014,Antignac,17,Charente-Maritime,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Antignac est rattachée à Saint-Georges-de-Cubillac (17332) (fusion association) qui devient Saint-Georges-Antignac.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279437,17088,Chapelle-Bâton,17,Charente-Maritime,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,La Chapelle-Bâton est rattachée à Antezant (17013) (fusion association) qui devient Antezant-la-Chapelle.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279438,17251,Moulons,17,Charente-Maritime,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Moulons est rattachée à Pommiers (17282) qui devient Pommiers-Moulons (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279439,17282,Pommiers,17,Charente-Maritime,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Pommiers devient Pommiers-Moulons suite à sa fusion avec Moulons (17251).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279440,17332,Saint-Georges-de-Cubillac,17,Charente-Maritime,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Saint-Georges-de-Cubillac devient Saint-Georges-Antignac suite à sa fusion-association avec Antignac (17014).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278393,17001,Agonnay,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Agonnay est rattachée à Saint-Savinien (17397) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278394,17024,Aulnay,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Aulnay fusionne avec Salles-lès-Aulnay (17419) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278395,17026,Authon,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Authon devient Authon-Ébéon suite à sa fusion-association avec Ébéon (17144).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278396,17043,Bernay,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Bernay devient Bernay-Saint-Martin suite à sa fusion-association avec Saint-Martin-de-la-Coudre (17368).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278397,17090,Chardes,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Chardes est rattachée à Montendre (17240) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278398,17123,Coulonge-sur-Charente,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Coulonge-sur-Charente est rattachée à Saint-Savinien (17397) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278399,17144,Ébéon,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Ébéon est rattachée à Authon (17026) (fusion association) qui devient Authon-Ébéon.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278400,17240,Montendre,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Montendre fusionne avec Chardes (17090) et Vallet (17456) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278401,17368,Saint-Martin-de-la-Coudre,17,Charente-Maritime,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Saint-Martin-de-la-Coudre est rattachée à Bernay (17043) (fusion association) qui devient Bernay-Saint-Martin.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
