old_villeId,new_villeId,old_NCCENR,new_NCCENR
1,1.0,Abergement-Clémenciat,Abergement-Clémenciat
2,2.0,Abergement-de-Varey,Abergement-de-Varey
3,3.0,Ambérieu-en-Bugey,Ambérieu-en-Bugey
4,4.0,Ambérieux-en-Dombes,Ambérieux-en-Dombes
5,5.0,Ambléon,Ambléon
6,6.0,Ambronay,Ambronay
7,7.0,Ambutrix,Ambutrix
8,8.0,Andert-et-Condon,Andert-et-Condon
9,9.0,Anglefort,Anglefort
10,10.0,Apremont,Apremont
11,11.0,Aranc,Aranc
12,12.0,Arandas,Arandas
13,13.0,Arbent,Arbent
14,14.0,Arbignieu,Arboys en Bugey
15,16.0,Arbigny,Arbigny
16,17.0,Argis,Argis
17,18.0,Armix,Armix
18,19.0,Ars-sur-Formans,Ars-sur-Formans
19,20.0,Artemare,Artemare
20,21.0,Asnières-sur-Saône,Asnières-sur-Saône
21,22.0,Attignat,Attignat
22,23.0,Bâgé-la-Ville,Bâgé-Dommartin
23,25.0,Bâgé-le-Châtel,Bâgé-le-Châtel
24,26.0,Balan,Balan
25,27.0,Baneins,Baneins
26,28.0,Beaupont,Beaupont
27,30.0,Bellignat,Bellignat
28,31.0,Béligneux,Béligneux
29,32.0,Bellegarde-sur-Valserine,Valserhône
30,34.0,Belley,Belley
31,35.0,Belleydoux,Belleydoux
32,38.0,Bénonces,Bénonces
33,39.0,Bény,Bény
34,40.0,Béon,Béon
35,41.0,Béréziat,Béréziat
36,42.0,Bettant,Bettant
37,43.0,Bey,Bey
38,44.0,Beynost,Beynost
39,45.0,Billiat,Billiat
40,46.0,Birieux,Birieux
41,47.0,Biziat,Biziat
42,48.0,Blyes,Blyes
43,49.0,Boisse,Boisse
44,50.0,Boissey,Boissey
45,51.0,Bolozon,Bolozon
46,52.0,Bouligneux,Bouligneux
47,53.0,Bourg-en-Bresse,Bourg-en-Bresse
48,54.0,Bourg-Saint-Christophe,Bourg-Saint-Christophe
49,55.0,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme
50,56.0,Boz,Boz
51,57.0,Brégnier-Cordon,Brégnier-Cordon
52,431.0,Brénaz,Arvière-en-Valromey
53,59.0,Brénod,Brénod
54,61.0,Bressolles,Bressolles
55,63.0,Briord,Briord
56,64.0,Buellas,Buellas
57,65.0,Burbanche,Burbanche
58,66.0,Ceignes,Ceignes
59,67.0,Cerdon,Cerdon
60,68.0,Certines,Certines
61,69.0,Cessy,Cessy
62,70.0,Ceyzériat,Ceyzériat
63,71.0,Ceyzérieu,Ceyzérieu
64,72.0,Chalamont,Chalamont
65,73.0,Chaleins,Chaleins
66,74.0,Chaley,Chaley
67,75.0,Challes-la-Montagne,Challes-la-Montagne
68,76.0,Challex,Challex
69,77.0,Champagne-en-Valromey,Champagne-en-Valromey
70,78.0,Champdor,Champdor-Corcelles
71,80.0,Champfromier,Champfromier
72,81.0,Chanay,Chanay
73,82.0,Chaneins,Chaneins
74,83.0,Chanoz-Châtenay,Chanoz-Châtenay
75,84.0,Chapelle-du-Châtelard,Chapelle-du-Châtelard
76,85.0,Charix,Charix
77,86.0,Charnoz-sur-Ain,Charnoz-sur-Ain
78,87.0,Château-Gaillard,Château-Gaillard
79,88.0,Châtenay,Châtenay
80,32.0,Châtillon-en-Michaille,Valserhône
81,90.0,Châtillon-la-Palud,Châtillon-la-Palud
82,91.0,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne
83,92.0,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze
84,93.0,Chavannes-sur-Suran,Nivigne et Suran
85,95.0,Chaveyriat,Chaveyriat
86,431.0,Chavornay,Arvière-en-Valromey
87,97.0,Chazey-Bons,Chazey-Bons
88,98.0,Chazey-sur-Ain,Chazey-sur-Ain
89,99.0,Cheignieu-la-Balme,Cheignieu-la-Balme
90,100.0,Chevillard,Chevillard
91,101.0,Chevroux,Chevroux
92,102.0,Chevry,Chevry
93,103.0,Chézery-Forens,Chézery-Forens
94,104.0,Civrieux,Civrieux
95,105.0,Cize,Cize
96,106.0,Cleyzieu,Cleyzieu
97,107.0,Coligny,Coligny
98,108.0,Collonges,Collonges
99,109.0,Colomieu,Colomieu
100,110.0,Conand,Conand
101,111.0,Condamine,Condamine
102,112.0,Condeissiat,Condeissiat
103,113.0,Confort,Confort
104,114.0,ConfranÁon,Confrançon
105,115.0,Contrevoz,Contrevoz
106,116.0,Conzieu,Conzieu
107,117.0,Corbonod,Corbonod
108,78.0,Corcelles,Champdor-Corcelles
109,120.0,Corlier,Corlier
110,178.0,Cormaranche-en-Bugey,Plateau d'Hauteville
111,122.0,Cormoranche-sur-Saône,Cormoranche-sur-Saône
112,123.0,Cormoz,Cormoz
113,124.0,Corveissiat,Corveissiat
114,125.0,Courmangoux,Courmangoux
115,126.0,Courtes,Courtes
116,127.0,Crans,Crans
117,128.0,Cras-sur-Reyssouze,Bresse Vallons
118,130.0,Cressin-Rochefort,Cressin-Rochefort
119,131.0,Crottet,Crottet
120,133.0,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat
121,135.0,Culoz,Culoz
122,136.0,Curciat-Dongalon,Curciat-Dongalon
123,137.0,Curtafond,Curtafond
124,139.0,Dagneux,Dagneux
125,140.0,Divonne-les-Bains,Divonne-les-Bains
126,23.0,Dommartin,Bâgé-Dommartin
127,142.0,Dompierre-sur-Veyle,Dompierre-sur-Veyle
128,143.0,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne
129,144.0,Domsure,Domsure
130,145.0,Dortan,Dortan
131,146.0,Douvres,Douvres
132,147.0,Drom,Drom
133,148.0,Druillat,Druillat
134,150.0,Echenevex,Échenevex
135,128.0,Etrez,Bresse Vallons
136,152.0,Evosges,Évosges
137,153.0,Faramans,Faramans
138,154.0,Fareins,Fareins
139,155.0,Farges,Farges
140,156.0,Feillens,Feillens
141,157.0,Ferney-Voltaire,Ferney-Voltaire
142,158.0,Flaxieu,Flaxieu
143,159.0,Foissiat,Foissiat
144,160.0,Francheleins,Francheleins
145,161.0,Frans,Frans
146,162.0,Garnerans,Garnerans
147,163.0,Genouilleux,Genouilleux
148,164.0,Béard-Géovreissiat,Béard-Géovreissiat
149,165.0,Géovreisset,Géovreisset
150,93.0,Germagnat,Nivigne et Suran
151,167.0,Gex,Gex
152,168.0,Giron,Giron
153,169.0,Gorrevod,Gorrevod
154,181.0,Grand-Abergement,Haut Valromey
155,171.0,Grand-Corent,Grand-Corent
156,172.0,Grièges,Grièges
157,173.0,Grilly,Grilly
158,174.0,Groissiat,Groissiat
159,320.0,Groslée,Groslée-Saint-Benoit
160,176.0,Guéreins,Guéreins
161,177.0,Hautecourt-Romanèche,Hautecourt-Romanèche
162,178.0,Hauteville-Lompnes,Plateau d'Hauteville
163,178.0,Hostiaz,Plateau d'Hauteville
164,181.0,Hotonnes,Haut Valromey
165,183.0,Illiat,Illiat
166,184.0,Injoux-Génissiat,Injoux-Génissiat
167,185.0,Innimond,Innimond
168,186.0,Izenave,Izenave
169,187.0,Izernore,Izernore
170,188.0,Izieu,Izieu
171,189.0,Jassans-Riottier,Jassans-Riottier
172,190.0,Jasseron,Jasseron
173,191.0,Jayat,Jayat
174,192.0,Journans,Journans
175,193.0,Joyeux,Joyeux
176,194.0,Jujurieux,Jujurieux
177,195.0,Labalme,Labalme
178,196.0,Lagnieu,Lagnieu
179,197.0,Laiz,Laiz
180,198.0,Lalleyriat,Poizat-Lalleyriat
181,32.0,Lancrans,Valserhône
182,201.0,Lantenay,Lantenay
183,202.0,Lapeyrouse,Lapeyrouse
184,203.0,Lavours,Lavours
185,204.0,Léaz,Léaz
186,205.0,Lélex,Lélex
187,206.0,Lent,Lent
188,207.0,Lescheroux,Lescheroux
189,208.0,Leyment,Leyment
190,209.0,Leyssard,Leyssard
191,212.0,Lhuis,Lhuis
192,431.0,Lochieu,Arvière-en-Valromey
193,214.0,Lompnas,Lompnas
194,36.0,Lompnieu,Valromey-sur-Séran
195,216.0,Loyettes,Loyettes
196,217.0,Lurcy,Lurcy
197,218.0,Magnieu,Magnieu
198,219.0,Maillat,Maillat
199,220.0,Malafretaz,Malafretaz
200,221.0,Mantenay-Montlin,Mantenay-Montlin
201,222.0,Manziat,Manziat
202,223.0,Marboz,Marboz
203,224.0,Marchamp,Marchamp
204,225.0,Marignieu,Marignieu
205,226.0,Marlieux,Marlieux
206,227.0,Marsonnas,Marsonnas
207,228.0,Martignat,Martignat
208,229.0,Massieux,Massieux
209,230.0,Massignieu-de-Rives,Massignieu-de-Rives
210,231.0,Matafelon-Granges,Matafelon-Granges
211,232.0,Meillonnas,Meillonnas
212,233.0,Mérignat,Mérignat
213,235.0,Meximieux,Meximieux
214,236.0,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat
215,237.0,Mézériat,Mézériat
216,238.0,Mijoux,Mijoux
217,239.0,Mionnay,Mionnay
218,241.0,Misérieux,Misérieux
219,242.0,Mogneneins,Mogneneins
220,243.0,Montagnat,Montagnat
221,244.0,Montagnieu,Montagnieu
222,245.0,Montanges,Montanges
223,246.0,Montceaux,Montceaux
224,247.0,Montcet,Montcet
225,248.0,Montellier,Montellier
226,249.0,Monthieux,Monthieux
227,250.0,Montluel,Montluel
228,251.0,Montmerle-sur-Saône,Montmerle-sur-Saône
229,252.0,Montracol,Montracol
230,254.0,Montrevel-en-Bresse,Montrevel-en-Bresse
231,256.0,Murs-et-Gélignieux,Murs-et-Gélignieux
232,257.0,Nantua,Nantua
233,272.0,Nattages,Parves et Nattages
234,259.0,Neuville-les-Dames,Neuville-les-Dames
235,260.0,Neuville-sur-Ain,Neuville-sur-Ain
236,261.0,Neyrolles,Neyrolles
237,263.0,Niévroz,Niévroz
238,264.0,Nivollet-Montgriffon,Nivollet-Montgriffon
239,265.0,Oncieu,Oncieu
240,266.0,Ordonnaz,Ordonnaz
241,267.0,Ornex,Ornex
242,268.0,Outriaz,Outriaz
243,269.0,Oyonnax,Oyonnax
244,270.0,Ozan,Ozan
245,271.0,Parcieux,Parcieux
246,272.0,Parves,Parves et Nattages
247,274.0,Péron,Péron
248,275.0,Péronnas,Péronnas
249,276.0,Pérouges,Pérouges
250,277.0,Perrex,Perrex
251,181.0,Petit-Abergement,Haut Valromey
252,279.0,Peyriat,Peyriat
253,281.0,Peyzieux-sur-Saône,Peyzieux-sur-Saône
254,282.0,Pirajoux,Pirajoux
255,283.0,Pizay,Pizay
256,284.0,Plagne,Plagne
257,285.0,Plantay,Plantay
258,198.0,Poizat,Poizat-Lalleyriat
259,287.0,Polliat,Polliat
260,288.0,Pollieu,Pollieu
261,289.0,Poncin,Poncin
262,290.0,Pont-d'Ain,Pont-d'Ain
263,291.0,Pont-de-Vaux,Pont-de-Vaux
264,292.0,Pont-de-Veyle,Pont-de-Veyle
265,293.0,Port,Port
266,294.0,Pougny,Pougny
267,295.0,Pouillat,Pouillat
268,296.0,Prémeyzel,Prémeyzel
269,297.0,Prémillieu,Prémillieu
270,405.0,Pressiat,Val-Revermont
271,299.0,Prévessin-Moëns,Prévessin-Moëns
272,300.0,Priay,Priay
273,97.0,Pugieu,Chazey-Bons
274,301.0,Ramasse,Ramasse
275,302.0,Rancé,Rancé
276,303.0,Relevant,Relevant
277,304.0,Replonges,Replonges
278,305.0,Revonnas,Revonnas
279,306.0,Reyrieux,Reyrieux
280,307.0,Reyssouze,Reyssouze
281,309.0,Rignieux-le-Franc,Rignieux-le-Franc
282,310.0,Romans,Romans
283,311.0,Rossillon,Rossillon
284,312.0,Ruffieu,Ruffieu
285,313.0,Saint-Alban,Saint-Alban
286,314.0,Saint-André-de-Bâgé,Saint-André-de-Bâgé
287,315.0,Saint-André-de-Corcy,Saint-André-de-Corcy
288,316.0,Saint-André-d'Huiriat,Saint-André-d'Huiriat
289,317.0,Saint-André-le-Bouchoux,Saint-André-le-Bouchoux
290,318.0,Saint-André-sur-Vieux-Jonc,Saint-André-sur-Vieux-Jonc
291,319.0,Saint-Bénigne,Saint-Bénigne
292,320.0,Saint-Benoît,Groslée-Saint-Benoit
293,14.0,Saint-Bois,Arboys en Bugey
294,218.0,Saint-Champ,Magnieu
295,325.0,Saint-Cyr-sur-Menthon,Saint-Cyr-sur-Menthon
296,326.0,Saint-Denis-lès-Bourg,Saint-Denis-lès-Bourg
297,327.0,Saint-Denis-en-Bugey,Saint-Denis-en-Bugey
298,328.0,Saint-Didier-d'Aussiat,Saint-Didier-d'Aussiat
299,329.0,Saint-Didier-de-Formans,Saint-Didier-de-Formans
300,330.0,Saint-Didier-sur-Chalaronne,Saint-Didier-sur-Chalaronne
301,331.0,Saint-Eloi,Saint-Éloi
302,332.0,Saint-Etienne-du-Bois,Saint-Étienne-du-Bois
303,333.0,Saint-Etienne-sur-Chalaronne,Saint-Étienne-sur-Chalaronne
304,334.0,Saint-Etienne-sur-Reyssouze,Saint-Étienne-sur-Reyssouze
305,335.0,Sainte-Euphémie,Sainte-Euphémie
306,336.0,Saint-Genis-Pouilly,Saint-Genis-Pouilly
307,337.0,Saint-Genis-sur-Menthon,Saint-Genis-sur-Menthon
308,338.0,Saint-Georges-sur-Renon,Saint-Georges-sur-Renon
309,339.0,Saint-Germain-de-Joux,Saint-Germain-de-Joux
310,340.0,Saint-Germain-les-Paroisses,Saint-Germain-les-Paroisses
311,341.0,Saint-Germain-sur-Renon,Saint-Germain-sur-Renon
312,342.0,Saint-Jean-de-Gonville,Saint-Jean-de-Gonville
313,343.0,Saint-Jean-de-Niost,Saint-Jean-de-Niost
314,344.0,Saint-Jean-de-Thurigneux,Saint-Jean-de-Thurigneux
315,346.0,Saint-Jean-sur-Reyssouze,Saint-Jean-sur-Reyssouze
316,347.0,Saint-Jean-sur-Veyle,Saint-Jean-sur-Veyle
317,348.0,Sainte-Julie,Sainte-Julie
318,349.0,Saint-Julien-sur-Reyssouze,Saint-Julien-sur-Reyssouze
319,350.0,Saint-Julien-sur-Veyle,Saint-Julien-sur-Veyle
320,352.0,Saint-Laurent-sur-Saône,Saint-Laurent-sur-Saône
321,354.0,Saint-Martin-de-Bavel,Saint-Martin-de-Bavel
322,355.0,Saint-Martin-du-Frêne,Saint-Martin-du-Frêne
323,356.0,Saint-Martin-du-Mont,Saint-Martin-du-Mont
324,357.0,Saint-Martin-le-Châtel,Saint-Martin-le-Châtel
325,358.0,Saint-Maurice-de-Beynost,Saint-Maurice-de-Beynost
326,359.0,Saint-Maurice-de-Gourdans,Saint-Maurice-de-Gourdans
327,360.0,Saint-Maurice-de-Rémens,Saint-Maurice-de-Rémens
328,361.0,Saint-Nizier-le-Bouchoux,Saint-Nizier-le-Bouchoux
329,362.0,Saint-Nizier-le-Désert,Saint-Nizier-le-Désert
330,363.0,Sainte-Olive,Sainte-Olive
331,364.0,Saint-Paul-de-Varax,Saint-Paul-de-Varax
332,365.0,Saint-Rambert-en-Bugey,Saint-Rambert-en-Bugey
333,366.0,Saint-Rémy,Saint-Rémy
334,367.0,Saint-Sorlin-en-Bugey,Saint-Sorlin-en-Bugey
335,369.0,Saint-Trivier-de-Courtes,Saint-Trivier-de-Courtes
336,370.0,Saint-Trivier-sur-Moignans,Saint-Trivier-sur-Moignans
337,371.0,Saint-Vulbas,Saint-Vulbas
338,372.0,Salavre,Salavre
339,373.0,Samognat,Samognat
340,374.0,Sandrans,Sandrans
341,375.0,Sault-Brénaz,Sault-Brénaz
342,376.0,Sauverny,Sauverny
343,377.0,Savigneux,Savigneux
344,378.0,Ségny,Ségny
345,379.0,Seillonnaz,Seillonnaz
346,380.0,Sergy,Sergy
347,381.0,Sermoyer,Sermoyer
348,383.0,Serrières-sur-Ain,Serrières-sur-Ain
349,384.0,Servas,Servas
350,385.0,Servignat,Servignat
351,386.0,Seyssel,Seyssel
352,387.0,Simandre-sur-Suran,Simandre-sur-Suran
353,181.0,Songieu,Haut Valromey
354,389.0,Sonthonnax-la-Montagne,Sonthonnax-la-Montagne
355,390.0,Souclin,Souclin
356,391.0,Sulignat,Sulignat
357,210.0,Surjoux,Surjoux-Lhopital
358,36.0,Sutrieu,Valromey-sur-Séran
359,394.0,Talissieu,Talissieu
360,395.0,Tenay,Tenay
361,178.0,Thézillieu,Plateau d'Hauteville
362,397.0,Thil,Thil
363,399.0,Thoissey,Thoissey
364,400.0,Torcieu,Torcieu
365,401.0,Tossiat,Tossiat
366,402.0,Toussieux,Toussieux
367,403.0,Tramoyes,Tramoyes
368,404.0,Tranclière,Tranclière
369,407.0,Trévoux,Trévoux
370,408.0,Valeins,Valeins
371,409.0,Vandeins,Vandeins
372,410.0,Varambon,Varambon
373,411.0,Vaux-en-Bugey,Vaux-en-Bugey
374,412.0,Verjon,Verjon
375,413.0,Vernoux,Vernoux
376,414.0,Versailleux,Versailleux
377,416.0,Vesancy,Vesancy
378,417.0,Vescours,Vescours
379,418.0,Vésines,Vésines
380,419.0,Vieu-d'Izenave,Vieu-d'Izenave
381,36.0,Vieu,Valromey-sur-Séran
382,421.0,Villars-les-Dombes,Villars-les-Dombes
383,422.0,Villebois,Villebois
384,423.0,Villemotier,Villemotier
385,425.0,Villereversure,Villereversure
386,426.0,Villes,Villes
387,429.0,Viriat,Viriat
388,430.0,Virieu-le-Grand,Virieu-le-Grand
389,431.0,Virieu-le-Petit,Arvière-en-Valromey
390,433.0,Virignin,Virignin
391,434.0,Vongnes,Vongnes
392,435.0,Vonnas,Vonnas
393,436.0,Abbécourt,Abbécourt
394,437.0,Achery,Achery
395,438.0,Acy,Acy
396,439.0,Agnicourt-et-Séchelles,Agnicourt-et-Séchelles
397,440.0,Aguilcourt,Aguilcourt
398,441.0,Aisonville-et-Bernoville,Aisonville-et-Bernoville
399,442.0,Aizelles,Aizelles
400,444.0,Alaincourt,Alaincourt
401,445.0,Allemant,Allemant
402,446.0,Ambleny,Ambleny
403,447.0,Ambrief,Ambrief
404,448.0,Amifontaine,Amifontaine
405,449.0,Amigny-Rouy,Amigny-Rouy
406,450.0,Ancienville,Ancienville
407,451.0,Andelain,Andelain
408,452.0,Anguilcourt-le-Sart,Anguilcourt-le-Sart
409,453.0,Anizy-le-Château,Anizy-le-Grand
410,455.0,Annois,Annois
411,456.0,Any-Martin-Rieux,Any-Martin-Rieux
412,457.0,Archon,Archon
413,458.0,Arcy-Sainte-Restitue,Arcy-Sainte-Restitue
414,459.0,Armentières-sur-Ourcq,Armentières-sur-Ourcq
415,460.0,Arrancy,Arrancy
416,461.0,Artemps,Artemps
417,887.0,Artonges,Dhuys et Morin-en-Brie
418,463.0,Assis-sur-Serre,Assis-sur-Serre
419,464.0,Athies-sous-Laon,Athies-sous-Laon
420,465.0,Attilly,Attilly
421,466.0,Aubencheul-aux-Bois,Aubencheul-aux-Bois
422,467.0,Aubenton,Aubenton
423,468.0,Aubigny-aux-Kaisnes,Aubigny-aux-Kaisnes
424,469.0,Aubigny-en-Laonnois,Aubigny-en-Laonnois
425,470.0,Audignicourt,Audignicourt
426,471.0,Audigny,Audigny
427,472.0,Augy,Augy
428,473.0,Aulnois-sous-Laon,Aulnois-sous-Laon
429,474.0,Autels,Autels
430,475.0,Autremencourt,Autremencourt
431,476.0,Autreppes,Autreppes
432,477.0,Autreville,Autreville
433,478.0,Azy-sur-Marne,Azy-sur-Marne
434,479.0,Bagneux,Bagneux
435,480.0,Bancigny,Bancigny
436,481.0,Barenton-Bugny,Barenton-Bugny
437,482.0,Barenton-Cel,Barenton-Cel
438,483.0,Barenton-sur-Serre,Barenton-sur-Serre
439,485.0,Barzy-en-Thiérache,Barzy-en-Thiérache
440,486.0,Barzy-sur-Marne,Barzy-sur-Marne
441,487.0,Bassoles-Aulers,Bassoles-Aulers
442,488.0,Baulne-en-Brie,Vallées en Champagne
443,491.0,Beaumé,Beaumé
444,492.0,Beaumont-en-Beine,Beaumont-en-Beine
445,493.0,Beaurevoir,Beaurevoir
446,494.0,Beaurieux,Beaurieux
447,495.0,Beautor,Beautor
448,496.0,Beauvois-en-Vermandois,Beauvois-en-Vermandois
449,498.0,Belleau,Belleau
450,499.0,Bellenglise,Bellenglise
451,500.0,Belleu,Belleu
452,501.0,Bellicourt,Bellicourt
453,502.0,Benay,Benay
454,503.0,Bergues-sur-Sambre,Bergues-sur-Sambre
455,505.0,Berlise,Berlise
456,506.0,Bernot,Bernot
457,507.0,Berny-Rivière,Berny-Rivière
458,508.0,Berrieux,Berrieux
459,509.0,Berry-au-Bac,Berry-au-Bac
460,510.0,Bertaucourt-Epourdon,Bertaucourt-Epourdon
461,511.0,Berthenicourt,Berthenicourt
462,512.0,Bertricourt,Bertricourt
463,513.0,Berzy-le-Sec,Berzy-le-Sec
464,514.0,Besmé,Besmé
465,515.0,Besmont,Besmont
466,516.0,Besny-et-Loizy,Besny-et-Loizy
467,517.0,Béthancourt-en-Vaux,Béthancourt-en-Vaux
468,518.0,Beugneux,Beugneux
469,519.0,Beuvardes,Beuvardes
470,520.0,Bézu-le-Guéry,Bézu-le-Guéry
471,521.0,Bézu-Saint-Germain,Bézu-Saint-Germain
472,522.0,Bichancourt,Bichancourt
473,523.0,Bieuxy,Bieuxy
474,524.0,Bièvres,Bièvres
475,525.0,Billy-sur-Aisne,Billy-sur-Aisne
476,526.0,Billy-sur-Ourcq,Billy-sur-Ourcq
477,527.0,Blanzy-lès-Fismes,Blanzy-lès-Fismes
478,528.0,Blérancourt,Blérancourt
479,529.0,Blesmes,Blesmes
480,530.0,Bohain-en-Vermandois,Bohain-en-Vermandois
481,531.0,Bois-lès-Pargny,Bois-lès-Pargny
482,532.0,Boncourt,Boncourt
483,533.0,Bonneil,Bonneil
484,534.0,Bonnesvalyn,Bonnesvalyn
485,535.0,Bony,Bony
486,536.0,Bosmont-sur-Serre,Bosmont-sur-Serre
487,538.0,Boué,Boué
488,539.0,Bouffignereux,Bouffignereux
489,540.0,Bouresches,Bouresches
490,541.0,Bourg-et-Comin,Bourg-et-Comin
491,542.0,Bourguignon-sous-Coucy,Bourguignon-sous-Coucy
492,544.0,Bouteille,Bouteille
493,545.0,Braine,Braine
494,546.0,Brancourt-en-Laonnois,Brancourt-en-Laonnois
495,547.0,Brancourt-le-Grand,Brancourt-le-Grand
496,548.0,Brasles,Brasles
497,549.0,Braye-en-Laonnois,Braye-en-Laonnois
498,550.0,Braye-en-Thiérache,Braye-en-Thiérache
499,551.0,Bray-Saint-Christophe,Bray-Saint-Christophe
500,552.0,Braye,Braye
501,553.0,Brécy,Brécy
502,554.0,Brenelle,Brenelle
503,555.0,Breny,Breny
504,557.0,Brissay-Choigny,Brissay-Choigny
505,559.0,Brumetz,Brumetz
506,560.0,Brunehamel,Brunehamel
507,561.0,Bruyères-sur-Fère,Bruyères-sur-Fère
508,562.0,Bruyères-et-Montbérault,Bruyères-et-Montbérault
509,563.0,Bruys,Bruys
510,564.0,Bucilly,Bucilly
511,565.0,Bucy-le-Long,Bucy-le-Long
512,566.0,Bucy-lès-Cerny,Bucy-lès-Cerny
513,567.0,Bucy-lès-Pierrepont,Bucy-lès-Pierrepont
514,568.0,Buire,Buire
515,569.0,Buironfosse,Buironfosse
516,570.0,Burelles,Burelles
517,571.0,Bussiares,Bussiares
518,572.0,Buzancy,Buzancy
519,573.0,Caillouël-Crépigny,Caillouël-Crépigny
520,576.0,Castres,Castres
521,577.0,Catelet,Catelet
522,578.0,Caulaincourt,Caulaincourt
523,579.0,Caumont,Caumont
524,580.0,Celles-lès-Condé,Celles-lès-Condé
525,582.0,Celles-sur-Aisne,Celles-sur-Aisne
526,583.0,Cerizy,Cerizy
527,584.0,Cerny-en-Laonnois,Cerny-en-Laonnois
528,585.0,Cerny-lès-Bucy,Cerny-lès-Bucy
529,586.0,Cerseuil,Cerseuil
530,587.0,Cessières,Cessières-Suzy
531,589.0,Chacrise,Chacrise
532,590.0,Chaillevois,Chaillevois
533,591.0,Chalandry,Chalandry
534,592.0,Chambry,Chambry
535,593.0,Chamouille,Chamouille
536,594.0,Champs,Champs
537,595.0,Chaourse,Chaourse
538,488.0,Chapelle-Monthodon,Vallées en Champagne
539,597.0,Chapelle-sur-Chézy,Chapelle-sur-Chézy
540,599.0,Charmel,Charmel
541,600.0,Charmes,Charmes
542,601.0,Chartèves,Chartèves
543,602.0,Chassemy,Chassemy
544,603.0,Château-Thierry,Château-Thierry
545,604.0,Châtillon-lès-Sons,Châtillon-lès-Sons
546,605.0,Châtillon-sur-Oise,Châtillon-sur-Oise
547,606.0,Chaudardes,Chaudardes
548,607.0,Chaudun,Chaudun
549,608.0,Chauny,Chauny
550,609.0,Chavignon,Chavignon
551,610.0,Chavigny,Chavigny
552,611.0,Chavonne,Chavonne
553,612.0,Chérêt,Chérêt
554,613.0,Chermizy-Ailles,Chermizy-Ailles
555,614.0,Chéry-Chartreuve,Chéry-Chartreuve
556,615.0,Chéry-lès-Pouilly,Chéry-lès-Pouilly
557,616.0,Chéry-lès-Rozoy,Chéry-lès-Rozoy
558,617.0,Chevennes,Chevennes
559,618.0,Chevregny,Chevregny
560,619.0,Chevresis-Monceau,Chevresis-Monceau
561,620.0,Chézy-en-Orxois,Chézy-en-Orxois
562,621.0,Chézy-sur-Marne,Chézy-sur-Marne
563,622.0,Chierry,Chierry
564,623.0,Chigny,Chigny
565,624.0,Chivres-en-Laonnois,Chivres-en-Laonnois
566,625.0,Chivres-Val,Chivres-Val
567,626.0,Chivy-lès-Etouvelles,Chivy-lès-Étouvelles
568,627.0,Chouy,Chouy
569,628.0,Cierges,Cierges
570,629.0,Cilly,Cilly
571,630.0,Ciry-Salsogne,Ciry-Salsogne
572,631.0,Clacy-et-Thierret,Clacy-et-Thierret
573,632.0,Clairfontaine,Clairfontaine
574,633.0,Clamecy,Clamecy
575,634.0,Clastres,Clastres
576,635.0,Clermont-les-Fermes,Clermont-les-Fermes
577,636.0,Coeuvres-et-Valsery,Cœuvres-et-Valsery
578,637.0,Coincy,Coincy
579,638.0,Coingt,Coingt
580,639.0,Colligis-Crandelain,Colligis-Crandelain
581,640.0,Colonfay,Colonfay
582,641.0,Commenchon,Commenchon
583,642.0,Concevreux,Concevreux
584,643.0,Condé-en-Brie,Condé-en-Brie
585,644.0,Condé-sur-Aisne,Condé-sur-Aisne
586,645.0,Condé-sur-Suippe,Condé-sur-Suippe
587,646.0,Condren,Condren
588,647.0,Connigis,Connigis
589,648.0,Contescourt,Contescourt
590,649.0,Corbeny,Corbeny
591,650.0,Corcy,Corcy
592,652.0,Coucy-lès-Eppes,Coucy-lès-Eppes
593,653.0,Coucy-la-Ville,Coucy-la-Ville
594,655.0,Coupru,Coupru
595,656.0,Courbes,Courbes
596,657.0,Courboin,Courboin
597,659.0,Courchamps,Courchamps
598,660.0,Courmelles,Courmelles
599,661.0,Courmont,Courmont
600,662.0,Courtemont-Varennes,Courtemont-Varennes
601,663.0,Courtrizy-et-Fussigny,Courtrizy-et-Fussigny
602,664.0,Couvrelles,Couvrelles
603,665.0,Couvron-et-Aumencourt,Couvron-et-Aumencourt
604,666.0,Coyolles,Coyolles
605,667.0,Cramaille,Cramaille
606,668.0,Craonne,Craonne
607,669.0,Craonnelle,Craonnelle
608,670.0,Crécy-au-Mont,Crécy-au-Mont
609,671.0,Crécy-sur-Serre,Crécy-sur-Serre
610,673.0,Crézancy,Crézancy
611,674.0,Croix-Fonsomme,Croix-Fonsomme
612,675.0,Croix-sur-Ourcq,Croix-sur-Ourcq
613,677.0,Crouy,Crouy
614,678.0,Crupilly,Crupilly
615,679.0,Cuffies,Cuffies
616,680.0,Cugny,Cugny
617,681.0,Cuirieux,Cuirieux
618,682.0,Cuiry-Housse,Cuiry-Housse
619,683.0,Cuiry-lès-Chaudardes,Cuiry-lès-Chaudardes
620,685.0,Cuissy-et-Geny,Cuissy-et-Geny
621,686.0,Cuisy-en-Almont,Cuisy-en-Almont
